Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level,Age_Group,Income_Band,Over_worked_Flag,Promotion_Gap
EMP-05209,34,Female,"HR Specialist",9183,3,2,15.8,7,197.9,7,7,1,3,2,26-35,High,No,Yes
EMP-05210,47,Female,"HR Specialist",10466,2,2,30,4,188.5,10,9,2,4,2,45+,High,No,Yes
EMP-05219,37,Male,"Data Scientist",9721,2,3,23.1,2,195.6,16,15,5,4,2,36-45,High,No,Yes
EMP-05225,41,Female,"HR Specialist",7806,4,2,9.4,7,228.2,17,11,0,4,2,36-45,Medium,Yes,Yes
EMP-05226,48,Male,Manager,8199,4,3,15.5,3,209.7,20,12,3,4,2,45+,Medium,Yes,Yes
EMP-05230,43,Female,"HR Specialist",9823,2,3,3.6,2,187.6,19,8,0,4,2,36-45,High,No,Yes
EMP-05234,46,Male,Manager,9154,2,3,9.2,8,164.4,12,10,5,1,2,45+,High,No,Yes
EMP-05243,44,Female,"Sales Executive",10282,3,2,2.4,3,204.9,11,7,5,2,2,36-45,High,Yes,Yes
EMP-05259,38,Female,"Software Engineer",9674,3,2,8.4,5,199.6,12,12,4,1,2,36-45,High,No,Yes
EMP-05264,45,Male,"Sales Executive",10323,1,3,23.7,7,154,10,9,3,3,2,36-45,High,No,Yes
EMP-05272,36,Female,Manager,7813,2,2,6.4,6,138.4,13,10,2,4,2,36-45,Medium,No,Yes
EMP-05276,49,Male,Manager,11753,1,3,6.2,3,153.9,19,7,5,3,2,45+,High,No,Yes
EMP-05291,40,Male,"Software Engineer",8602,3,1,17.5,5,167.3,15,12,6,5,2,36-45,Medium,No,Yes
EMP-05292,38,Male,"Sales Executive",9464,4,3,23.4,4,216.9,13,12,1,5,2,36-45,High,Yes,Yes
EMP-05298,40,Male,Manager,10672,3,2,11.2,7,215.8,18,17,1,2,2,36-45,High,Yes,Yes
EMP-05302,42,Male,"Data Scientist",12226,2,3,6.1,8,201.3,18,15,5,1,2,36-45,High,Yes,Yes
EMP-05308,37,Female,"HR Specialist",10892,4,2,2.2,6,170.5,15,12,4,4,2,36-45,High,No,Yes
EMP-05309,35,Female,Manager,5747,1,4,6.9,4,164.7,14,10,3,1,2,26-35,Medium,No,Yes
EMP-05312,43,Male,Analyst,8893,3,4,36.6,2,182.6,15,11,0,3,2,36-45,Medium,No,Yes
EMP-05329,45,Female,Manager,9206,4,2,11.5,7,145.3,23,13,0,1,2,36-45,High,No,Yes
EMP-05330,30,Male,"Data Scientist",5346,1,3,12.6,2,177.5,6,6,5,3,2,26-35,Medium,No,Yes
EMP-05340,35,Male,"Software Engineer",10497,2,1,4.1,6,125.1,14,10,6,2,2,26-35,High,No,Yes
EMP-05346,34,Female,Analyst,5670,3,2,2.5,2,163.6,9,9,3,3,2,26-35,Medium,No,Yes
EMP-05349,41,Female,Manager,9307,1,2,10.6,4,190.9,10,9,5,3,2,36-45,High,No,Yes
EMP-05363,36,Male,"Data Scientist",8453,1,4,6.5,5,157.4,12,10,2,3,2,36-45,Medium,No,Yes
EMP-05371,39,Male,Manager,6814,2,3,13.4,8,155.3,10,9,2,3,2,36-45,Medium,No,Yes
EMP-05374,39,Female,Analyst,11593,3,1,1.2,5,204.9,16,9,1,3,2,36-45,High,Yes,Yes
EMP-05378,35,Female,"Data Scientist",7002,3,2,10.6,7,184.2,9,8,2,4,2,26-35,Medium,No,Yes
EMP-05407,46,Female,"Software Engineer",11687,2,2,7.2,5,226,26,18,1,3,2,45+,High,Yes,Yes
EMP-05409,44,Female,"Sales Executive",11570,1,2,12.2,2,170.6,19,8,6,5,2,36-45,High,No,Yes
EMP-05422,35,Male,"Sales Executive",8654,2,4,4.1,7,194.9,11,9,3,4,2,26-35,Medium,No,Yes
EMP-05423,29,Male,"Software Engineer",7895,2,3,17.3,7,141.8,9,9,2,1,2,26-35,Medium,No,Yes
EMP-05426,38,Male,"Software Engineer",10842,3,2,4.9,3,166.8,13,13,4,3,2,36-45,High,No,Yes
EMP-05430,40,Male,"Software Engineer",7150,2,3,9.9,4,209.9,15,10,6,3,2,36-45,Medium,Yes,Yes
EMP-05442,31,Female,"HR Specialist",7664,2,2,6.8,4,167.1,10,8,5,1,2,26-35,Medium,No,Yes
EMP-05446,33,Male,"HR Specialist",10448,4,1,13.2,7,169,9,9,2,3,2,26-35,High,No,Yes
EMP-05449,41,Female,"Sales Executive",9177,1,3,1,6,174.7,13,13,4,3,2,36-45,High,No,Yes
EMP-05453,33,Female,Manager,7536,2,3,13,3,172.5,9,9,3,3,2,26-35,Medium,No,Yes
EMP-05455,34,Female,"HR Specialist",7200,2,1,5.9,4,194.6,7,7,3,2,2,26-35,Medium,No,Yes
EMP-05460,39,Female,"Data Scientist",7067,3,3,8.1,2,148.1,14,14,2,4,2,36-45,Medium,No,Yes
EMP-05461,41,Male,Analyst,8477,1,2,3.5,4,205.9,17,8,3,3,2,36-45,Medium,Yes,Yes
EMP-05472,49,Female,"Sales Executive",10880,2,1,1.3,6,162.7,19,9,6,3,2,45+,High,No,Yes
EMP-05479,47,Female,"HR Specialist",7416,3,4,21.8,3,207.7,26,9,0,4,2,45+,Medium,Yes,Yes
EMP-05488,38,Male,"HR Specialist",7985,4,1,1.7,7,175.1,14,11,2,1,2,36-45,Medium,No,Yes
EMP-05489,37,Male,"Sales Executive",9514,3,3,17,6,206.5,16,13,1,4,2,36-45,High,Yes,Yes
EMP-05493,34,Female,"Sales Executive",8097,4,1,4.2,7,205.4,10,8,2,3,2,26-35,Medium,Yes,Yes
EMP-05500,49,Male,"Data Scientist",13134,3,4,12.3,4,165.1,26,18,2,4,2,45+,High,No,Yes
EMP-05502,35,Female,"Sales Executive",7841,3,3,8.7,5,184.8,12,11,2,2,2,26-35,Medium,No,Yes
EMP-05507,36,Male,"Sales Executive",9178,1,1,12,7,161.2,9,6,5,2,2,36-45,High,No,Yes
EMP-05519,37,Female,"Sales Executive",8182,2,2,26.6,7,244.7,16,4,5,3,2,36-45,Medium,Yes,Yes
EMP-05522,33,Male,"Sales Executive",9425,2,3,3.7,8,192.4,9,7,2,3,2,26-35,High,No,Yes
EMP-05523,33,Female,"HR Specialist",5825,3,3,8.4,3,208,10,7,6,3,2,26-35,Medium,Yes,Yes
EMP-05525,47,Female,Manager,11032,1,2,4.7,5,177.2,10,10,3,3,2,45+,High,No,Yes
EMP-05527,54,Male,"Data Scientist",8953,1,3,2.9,3,159.3,8,8,1,5,2,45+,Medium,No,Yes
EMP-05551,31,Male,"HR Specialist",8635,1,3,9.2,5,148.2,8,8,2,4,2,26-35,Medium,No,Yes
EMP-05555,49,Female,"HR Specialist",11429,2,2,10.8,7,183.8,26,16,0,2,2,45+,High,No,Yes
EMP-05580,55,Male,"Data Scientist",12899,3,3,11.6,4,159.7,29,15,1,2,2,45+,High,No,Yes
EMP-05591,41,Female,"Software Engineer",11604,1,2,29.5,6,143.5,19,19,2,5,2,36-45,High,No,Yes
EMP-05616,45,Male,Analyst,9782,3,3,7.4,5,168.3,21,15,4,2,2,36-45,High,No,Yes
EMP-05620,39,Female,"Data Scientist",11140,1,2,25.4,3,192.3,15,13,6,2,2,36-45,High,No,Yes
EMP-05621,32,Male,"Data Scientist",7575,1,3,4.9,3,172.7,8,7,1,3,2,26-35,Medium,No,Yes
EMP-05624,32,Female,Manager,6022,2,2,8.4,5,164.4,9,6,0,4,2,26-35,Medium,No,Yes
EMP-05631,52,Female,Analyst,13032,2,2,7.6,4,179.3,16,9,5,2,2,45+,High,No,Yes
EMP-05634,39,Female,"HR Specialist",7607,3,3,11.3,3,148.4,17,12,6,1,2,36-45,Medium,No,Yes
EMP-05648,52,Male,"Sales Executive",9776,2,2,19.2,7,191.5,23,23,5,2,2,45+,High,No,Yes
EMP-05650,43,Female,"Sales Executive",7227,3,3,7.8,7,181.4,21,21,0,4,2,36-45,Medium,No,Yes
EMP-05653,38,Female,"Data Scientist",9687,3,3,11.4,3,194.7,9,9,1,3,2,36-45,High,No,Yes
EMP-05662,38,Male,Manager,7198,3,3,5.8,8,208.3,11,9,6,3,2,36-45,Medium,Yes,Yes
EMP-05663,37,Female,Analyst,6639,3,1,7.3,5,151.2,15,12,5,3,2,36-45,Medium,No,Yes
EMP-05689,39,Male,Manager,11216,3,4,19.2,8,196.6,12,11,2,1,2,36-45,High,No,Yes
EMP-05699,41,Male,"Software Engineer",8170,3,3,1.1,5,148.9,18,18,4,3,2,36-45,Medium,No,Yes
EMP-05701,35,Male,"Software Engineer",6444,3,2,22.7,7,146.8,10,10,3,3,2,26-35,Medium,No,Yes
EMP-05704,31,Female,"Data Scientist",7840,3,3,8.5,7,197.7,9,8,1,4,2,26-35,Medium,No,Yes
EMP-05706,35,Male,"Software Engineer",7091,3,4,22.2,4,187.9,14,13,6,1,2,26-35,Medium,No,Yes
EMP-05710,32,Male,"HR Specialist",9325,1,2,1.6,3,161,7,5,2,4,2,26-35,High,No,Yes
EMP-05711,40,Male,"Sales Executive",7038,3,2,1,7,170.2,14,14,6,2,2,36-45,Medium,No,Yes
EMP-05712,44,Female,Manager,9808,4,3,1.6,7,161.5,16,13,5,3,2,36-45,High,No,Yes
EMP-05717,34,Female,"Data Scientist",8276,3,2,6.4,8,214.7,9,8,2,5,2,26-35,Medium,Yes,Yes
EMP-05719,60,Female,Analyst,11882,2,3,11.9,2,189.2,15,15,4,3,2,45+,High,No,Yes
EMP-05723,33,Female,"Data Scientist",6389,2,4,16.4,8,183,9,7,4,2,2,26-35,Medium,No,Yes
EMP-05724,30,Male,"Data Scientist",9009,2,2,15,3,182.9,5,5,0,2,2,26-35,High,No,Yes
EMP-05726,34,Female,Manager,6143,3,3,3.8,7,196.2,12,10,1,1,2,26-35,Medium,No,Yes
EMP-05729,50,Male,Analyst,9661,2,2,7.2,4,176,10,6,0,4,2,45+,High,No,Yes
EMP-05742,33,Female,"Software Engineer",5662,3,2,4.9,7,188.9,12,10,5,3,2,26-35,Medium,No,Yes
EMP-05757,46,Female,Manager,9163,4,2,9.3,2,162.7,19,13,2,4,2,45+,High,No,Yes
EMP-05758,38,Male,"Sales Executive",9763,2,1,3.8,8,189,9,7,5,1,2,36-45,High,No,Yes
EMP-05777,46,Female,"HR Specialist",11208,4,2,5.6,7,189.2,20,19,6,3,2,45+,High,No,Yes
EMP-05783,49,Male,Manager,10576,3,3,2.8,2,160.3,19,17,1,2,2,45+,High,No,Yes
EMP-05784,27,Male,Analyst,8478,2,3,30.8,3,131.1,7,7,1,2,2,26-35,Medium,No,Yes
EMP-05801,40,Female,Manager,7970,3,3,16.1,2,166.7,12,12,3,1,2,36-45,Medium,No,Yes
EMP-05802,52,Male,"HR Specialist",11336,4,1,14.3,5,174.5,18,12,0,4,2,45+,High,No,Yes
EMP-05803,33,Female,"HR Specialist",6340,2,3,2.9,4,204.6,12,11,3,4,2,26-35,Medium,Yes,Yes
EMP-05804,38,Female,"Software Engineer",8040,4,3,6.7,3,208.9,12,11,0,5,2,36-45,Medium,Yes,Yes
EMP-05805,41,Female,"Sales Executive",9228,4,2,14.1,2,201.8,19,14,1,3,2,36-45,High,Yes,Yes
EMP-05810,38,Male,"Software Engineer",9302,2,2,19.2,6,192.6,17,11,5,3,2,36-45,High,No,Yes
EMP-05811,43,Male,"Sales Executive",11739,4,3,8,4,207.3,20,19,0,4,2,36-45,High,Yes,Yes
EMP-05823,42,Female,"HR Specialist",6626,3,2,3.5,3,194,22,16,4,5,2,36-45,Medium,No,Yes
EMP-05824,37,Female,Manager,8401,2,2,5.6,3,189.7,12,6,6,4,2,36-45,Medium,No,Yes
EMP-05826,33,Male,Manager,6096,1,2,1,2,180.5,4,4,5,3,2,26-35,Medium,No,Yes
EMP-05837,32,Female,"Sales Executive",8128,3,1,8.5,7,157.7,11,9,4,3,2,26-35,Medium,No,Yes
EMP-05839,31,Female,"Data Scientist",8119,2,1,14.7,4,175.1,9,8,4,3,2,26-35,Medium,No,Yes
EMP-05844,44,Male,Manager,10250,3,3,3.1,4,195.4,23,23,6,3,2,36-45,High,No,Yes
EMP-05855,43,Female,"Sales Executive",11659,1,2,17.2,6,176.1,20,17,4,4,2,36-45,High,No,Yes
EMP-05867,35,Female,"Software Engineer",7408,3,2,7.8,3,168.6,13,9,3,4,2,26-35,Medium,No,Yes
EMP-05882,50,Female,"Software Engineer",9766,1,3,6.2,7,155.8,17,11,4,4,2,45+,High,No,Yes
EMP-05893,43,Male,Manager,7780,1,2,4.6,7,120,19,11,6,4,2,36-45,Medium,No,Yes
EMP-05896,39,Male,"HR Specialist",8921,1,3,21.3,6,182.2,14,12,3,3,2,36-45,Medium,No,Yes
EMP-05897,38,Female,Manager,10229,1,1,8.7,3,131.8,8,7,0,3,2,36-45,High,No,Yes
EMP-05899,41,Female,"Software Engineer",6233,3,3,13.9,8,163.4,12,9,1,2,2,36-45,Medium,No,Yes
EMP-05901,29,Male,"Data Scientist",6608,1,1,6.8,2,168.7,3,2,3,4,2,26-35,Medium,No,No
EMP-05924,51,Male,"Data Scientist",10634,2,3,5.6,4,195,19,16,4,1,2,45+,High,No,Yes
EMP-05925,47,Female,"HR Specialist",10011,2,2,12.8,8,239.7,15,5,0,3,2,45+,High,Yes,Yes
EMP-05931,27,Female,Manager,7608,3,1,7.8,8,148.2,7,7,6,1,2,26-35,Medium,No,Yes
EMP-05932,39,Male,"HR Specialist",10710,3,4,18.6,8,199.1,19,16,3,4,2,36-45,High,No,Yes
EMP-05934,31,Male,"Sales Executive",5931,1,4,5.4,8,154.8,7,7,0,3,2,26-35,Medium,No,Yes
EMP-05938,37,Female,Analyst,8823,2,2,5.4,6,154.3,12,7,4,3,2,36-45,Medium,No,Yes
EMP-05942,31,Female,Manager,4627,2,3,17.2,5,184.7,10,9,1,5,2,26-35,Low,No,Yes
EMP-05947,36,Male,"HR Specialist",8177,3,2,13.4,8,150.3,14,14,5,4,2,36-45,Medium,No,Yes
EMP-05953,36,Female,"Sales Executive",7403,3,2,14.2,5,153.3,13,8,6,1,2,36-45,Medium,No,Yes
EMP-05957,41,Male,Manager,9990,1,1,18.6,5,181.3,4,4,6,2,2,36-45,High,No,Yes
EMP-05960,59,Female,Analyst,9760,3,4,4.9,4,183.2,23,18,3,4,2,45+,High,No,Yes
EMP-05973,40,Male,"Sales Executive",8621,4,2,34.1,2,194.8,16,12,3,4,2,36-45,Medium,No,Yes
EMP-05975,36,Male,Manager,8364,1,1,6.4,3,146.6,13,8,5,3,2,36-45,Medium,No,Yes
EMP-05979,38,Female,"Sales Executive",8085,2,3,5.1,6,166.1,16,15,6,5,2,36-45,Medium,No,Yes
EMP-05988,40,Male,Analyst,11488,3,3,1,4,186.2,11,11,4,3,2,36-45,High,No,Yes
EMP-05995,39,Female,Manager,11018,3,4,4.1,5,182.8,17,12,6,3,2,36-45,High,No,Yes
EMP-05998,41,Male,"Data Scientist",9339,4,2,30.7,3,120.4,15,12,3,3,2,36-45,High,No,Yes
EMP-06000,32,Male,"HR Specialist",8031,2,2,5.5,5,200.2,10,6,1,2,2,26-35,Medium,Yes,Yes
EMP-06005,45,Female,"Data Scientist",8118,1,3,9.4,2,209.3,14,12,5,2,2,36-45,Medium,Yes,Yes
EMP-06023,40,Female,"Software Engineer",8588,4,3,8.8,7,193,19,16,1,2,2,36-45,Medium,No,Yes
EMP-06030,39,Male,Manager,8532,2,1,9.9,7,128.3,14,12,5,3,2,36-45,Medium,No,Yes
EMP-06035,27,Female,"HR Specialist",4889,2,2,9.1,7,131.6,7,7,2,4,2,26-35,Low,No,Yes
EMP-06042,53,Female,"Software Engineer",13540,3,3,4.9,8,149.9,14,12,0,2,2,45+,High,No,Yes
EMP-06043,52,Female,"Software Engineer",10934,2,1,7.2,2,187,24,18,4,5,2,45+,High,No,Yes
EMP-06047,45,Female,"Software Engineer",10783,4,2,6.3,5,209,15,14,4,4,2,36-45,High,Yes,Yes
EMP-06058,43,Female,"Software Engineer",10646,2,2,4.3,5,188.3,19,6,0,3,2,36-45,High,No,Yes
EMP-06060,42,Male,"Data Scientist",9011,3,2,18.9,3,208.9,16,12,4,5,2,36-45,High,Yes,Yes
EMP-06063,29,Male,"Sales Executive",6596,2,3,3.7,3,245,4,4,4,2,2,26-35,Medium,Yes,Yes
EMP-06064,49,Male,"HR Specialist",10949,3,2,11.1,2,214.1,23,11,2,3,2,45+,High,Yes,Yes
EMP-06069,49,Female,"HR Specialist",11438,2,2,4.6,5,142.7,12,11,4,2,2,45+,High,No,Yes
EMP-06074,51,Female,"HR Specialist",12242,4,3,5.3,8,189.8,22,17,1,2,2,45+,High,No,Yes
EMP-06085,44,Female,"Data Scientist",9435,3,1,1.9,5,160.5,18,17,6,3,2,36-45,High,No,Yes
EMP-06087,36,Female,"Sales Executive",7589,2,2,1.2,2,224.8,8,4,0,2,2,36-45,Medium,Yes,Yes
EMP-06094,37,Female,"Sales Executive",8753,1,3,1.5,5,160.3,12,11,1,4,2,36-45,Medium,No,Yes
EMP-06097,40,Male,"Sales Executive",7364,4,3,16.1,6,187,14,12,3,1,2,36-45,Medium,No,Yes
EMP-06098,43,Male,"Data Scientist",6800,4,3,5.4,2,175.8,17,11,6,1,2,36-45,Medium,No,Yes
EMP-06101,39,Male,"HR Specialist",6669,3,3,19.3,6,174.1,14,13,1,1,2,36-45,Medium,No,Yes
EMP-06121,36,Male,"Data Scientist",10307,3,3,11.9,7,163.1,14,12,1,4,2,36-45,High,No,Yes
EMP-06135,42,Male,"Data Scientist",9174,2,4,12.4,3,146.4,16,11,1,3,2,36-45,High,No,Yes
EMP-06138,39,Male,"Data Scientist",11208,4,4,1.2,4,215,15,14,1,3,2,36-45,High,Yes,Yes
EMP-06139,39,Female,"HR Specialist",9298,1,3,9.5,8,139.5,7,7,6,3,2,36-45,High,No,Yes
EMP-06159,45,Female,"Data Scientist",10257,3,3,6.7,6,217.8,22,17,5,2,2,36-45,High,Yes,Yes
EMP-06168,34,Female,"Data Scientist",6669,1,4,1.8,7,159,12,7,2,1,2,26-35,Medium,No,Yes
EMP-06169,56,Female,"HR Specialist",11151,4,3,7.6,4,175.9,24,19,0,3,2,45+,High,No,Yes
EMP-06170,38,Male,Analyst,7211,3,4,8.1,6,169.5,17,14,0,2,2,36-45,Medium,No,Yes
EMP-06173,43,Male,Manager,11071,2,4,12,4,178.9,12,9,0,4,2,36-45,High,No,Yes
EMP-06176,42,Female,"Software Engineer",8303,4,3,12.5,4,172,18,16,3,3,2,36-45,Medium,No,Yes
EMP-06191,35,Male,"Data Scientist",7617,4,1,3.6,8,191,9,9,0,3,2,26-35,Medium,No,Yes
EMP-06201,36,Male,Analyst,7765,4,2,6.5,5,133.3,16,13,1,3,2,36-45,Medium,No,Yes
EMP-06203,37,Male,"HR Specialist",10560,1,2,8.7,4,159.1,13,9,1,2,2,36-45,High,No,Yes
EMP-06204,46,Male,Manager,8902,1,4,17.8,7,152.8,16,10,5,4,2,45+,Medium,No,Yes
EMP-06207,41,Male,Manager,10392,4,3,5.9,7,190.9,18,11,0,4,2,36-45,High,No,Yes
EMP-06223,46,Female,Analyst,9481,4,3,12,8,164.7,16,12,3,5,2,45+,High,No,Yes
EMP-06225,37,Female,"HR Specialist",6840,3,3,12.1,8,176.8,15,8,6,2,2,36-45,Medium,No,Yes
EMP-06226,34,Male,Manager,7907,2,2,1.6,6,176.3,10,6,3,3,2,26-35,Medium,No,Yes
EMP-06228,32,Male,Analyst,8019,3,2,20.2,4,143.7,11,11,2,3,2,26-35,Medium,No,Yes
EMP-06232,46,Male,"Software Engineer",12042,3,2,2.8,5,174.9,11,10,1,4,2,45+,High,No,Yes
EMP-06245,48,Male,"Sales Executive",11814,3,4,9.5,5,167.6,14,13,1,3,2,45+,High,No,Yes
EMP-06247,49,Female,"Sales Executive",12724,2,3,16.2,7,202,7,7,1,2,2,45+,High,Yes,Yes
EMP-06250,42,Male,"HR Specialist",11308,1,1,1.6,6,179.7,11,3,4,3,2,36-45,High,No,Yes
EMP-06251,43,Female,"Sales Executive",10976,2,3,4.6,7,182.4,15,9,1,3,2,36-45,High,No,Yes
EMP-06258,36,Male,Analyst,6643,1,3,4.5,6,174.5,11,7,4,3,2,36-45,Medium,No,Yes
EMP-06264,32,Male,Manager,7305,3,2,13.5,3,181.2,12,8,6,3,2,26-35,Medium,No,Yes
EMP-06269,41,Male,"HR Specialist",8779,3,3,16.6,6,120,18,11,0,2,2,36-45,Medium,No,Yes
EMP-06273,49,Male,"HR Specialist",10761,3,1,4.1,3,181.6,11,7,6,3,2,45+,High,No,Yes
EMP-06275,44,Male,"HR Specialist",9659,3,2,11.7,5,168.7,20,19,2,1,2,36-45,High,No,Yes
EMP-06276,49,Female,"Data Scientist",11391,4,2,3.3,5,131.4,22,16,2,4,2,45+,High,No,Yes
EMP-06291,34,Male,"Sales Executive",7162,2,3,30.7,4,202.3,11,6,1,3,2,26-35,Medium,Yes,Yes
EMP-06293,41,Female,"Data Scientist",8520,2,1,11.7,6,152.6,16,11,4,3,2,36-45,Medium,No,Yes
EMP-06310,42,Female,"Data Scientist",10767,3,2,4.5,4,146,12,10,6,3,2,36-45,High,No,Yes
EMP-06315,49,Female,"Software Engineer",12022,3,2,25.2,8,147.4,27,10,0,3,2,45+,High,No,Yes
EMP-06316,32,Female,"Software Engineer",5581,3,2,28.5,8,157.8,10,10,1,2,2,26-35,Medium,No,Yes
EMP-06325,48,Male,"Sales Executive",7512,1,4,4.8,4,184.4,21,20,2,4,2,45+,Medium,No,Yes
EMP-06328,47,Male,Analyst,7760,4,3,9.5,3,176,15,11,5,1,2,45+,Medium,No,Yes
EMP-06332,34,Female,"Software Engineer",7154,2,2,9.5,7,154.8,13,9,4,2,2,26-35,Medium,No,Yes
EMP-06333,37,Female,"Software Engineer",7448,4,2,10.4,2,200.5,11,9,1,2,2,36-45,Medium,Yes,Yes
EMP-06337,52,Male,"Data Scientist",10439,2,2,3.5,6,195.7,30,18,6,4,2,45+,High,No,Yes
EMP-06339,43,Male,"Sales Executive",8853,1,1,8,7,219.1,9,2,1,3,2,36-45,Medium,Yes,No
EMP-06347,33,Female,"Data Scientist",5702,3,1,11.6,3,146.2,9,8,3,3,2,26-35,Medium,No,Yes
EMP-06356,37,Female,"Software Engineer",10165,2,3,1.1,2,163.8,16,10,0,2,2,36-45,High,No,Yes
EMP-06358,46,Male,Manager,9335,4,1,14.3,5,214.2,22,13,6,5,2,45+,High,Yes,Yes
EMP-06359,35,Male,"HR Specialist",7914,1,3,8.3,8,157.5,11,9,0,3,2,26-35,Medium,No,Yes
EMP-06374,38,Female,Manager,7391,1,2,8.4,2,190.8,14,11,0,2,2,36-45,Medium,No,Yes
EMP-06378,40,Female,"Data Scientist",8391,1,2,1.6,3,145.3,11,6,6,3,2,36-45,Medium,No,Yes
EMP-06389,44,Male,Analyst,9376,4,1,7.5,2,182.8,21,12,1,3,2,36-45,High,No,Yes
EMP-06398,37,Male,"Software Engineer",8741,1,4,8.7,8,174.3,12,9,5,5,2,36-45,Medium,No,Yes
EMP-06403,40,Male,"HR Specialist",11097,3,4,12.8,8,153.8,15,15,4,3,2,36-45,High,No,Yes
EMP-06409,41,Female,"HR Specialist",7627,4,3,22,4,190.9,17,12,6,4,2,36-45,Medium,No,Yes
EMP-06414,36,Female,"Sales Executive",9387,3,2,2.7,4,146.3,11,10,1,3,2,36-45,High,No,Yes
EMP-06420,32,Female,"Sales Executive",8496,2,2,3.2,2,168.3,12,11,0,3,2,26-35,Medium,No,Yes
EMP-06430,43,Male,Manager,10191,4,3,5.6,3,174.3,21,12,6,3,2,36-45,High,No,Yes
EMP-06433,37,Male,"Data Scientist",11115,3,3,4.8,6,157,14,13,0,3,2,36-45,High,No,Yes
EMP-06434,38,Female,"Software Engineer",7491,3,3,3.5,3,160.3,11,10,0,3,2,36-45,Medium,No,Yes
EMP-06441,43,Female,"Sales Executive",9485,2,4,6.7,3,121.3,15,13,4,5,2,36-45,High,No,Yes
EMP-06447,41,Female,"Data Scientist",11441,3,1,10.2,6,153.3,11,10,2,4,2,36-45,High,No,Yes
EMP-06451,46,Female,"Software Engineer",11263,3,3,9.1,4,161,21,20,3,3,2,45+,High,No,Yes
EMP-06453,41,Female,Manager,7662,1,3,3.2,7,162.2,13,6,0,5,2,36-45,Medium,No,Yes
EMP-06456,41,Female,Manager,7220,3,3,13.8,4,193.9,18,10,3,4,2,36-45,Medium,No,Yes
EMP-06458,31,Male,"Software Engineer",5987,1,2,9.3,8,172.3,6,4,5,3,2,26-35,Medium,No,Yes
EMP-06464,31,Female,"Sales Executive",5954,3,2,16.4,4,141,11,11,5,5,2,26-35,Medium,No,Yes
EMP-06465,26,Female,"Software Engineer",5722,1,2,15.9,4,197.5,6,5,1,4,2,26-35,Medium,No,Yes
EMP-06474,36,Female,"HR Specialist",11113,3,2,10.3,5,159.7,16,9,4,3,2,36-45,High,No,Yes
EMP-06478,32,Male,"Sales Executive",8524,3,3,1.3,2,169.4,11,11,5,2,2,26-35,Medium,No,Yes
EMP-06483,44,Male,"HR Specialist",10989,2,1,1.2,7,169.6,13,6,0,3,2,36-45,High,No,Yes
EMP-06504,42,Female,"Software Engineer",7462,2,3,14.5,6,187.5,16,6,6,1,2,36-45,Medium,No,Yes
EMP-06516,39,Female,"Sales Executive",10044,4,4,10,4,218,12,12,4,3,2,36-45,High,Yes,Yes
EMP-06519,53,Male,"Software Engineer",9835,3,4,12.8,5,206.8,30,26,5,5,2,45+,High,Yes,Yes
EMP-06529,40,Female,"Software Engineer",8266,2,1,10.5,2,227.4,14,10,0,4,2,36-45,Medium,Yes,Yes
EMP-06547,36,Female,"Data Scientist",9508,3,3,11,8,174.6,12,11,5,3,2,36-45,High,No,Yes
EMP-06554,30,Male,Analyst,8581,1,2,7.7,2,216.5,4,4,0,3,2,26-35,Medium,Yes,Yes
EMP-06555,38,Female,"Sales Executive",9747,3,3,31.7,4,190.9,11,9,2,5,2,36-45,High,No,Yes
EMP-06561,57,Female,"Data Scientist",11855,3,2,6.9,6,156.6,31,14,0,3,2,45+,High,No,Yes
EMP-06580,36,Female,Analyst,7524,2,2,6.4,6,181.4,7,5,6,3,2,36-45,Medium,No,Yes
EMP-06590,45,Male,"Software Engineer",10775,3,3,9.3,5,185.6,19,18,6,3,2,36-45,High,No,Yes
EMP-06591,43,Female,Analyst,8125,3,1,9.4,6,193.3,10,7,5,3,2,36-45,Medium,No,Yes
EMP-06593,41,Female,"Sales Executive",8388,3,1,3.8,3,158.3,17,15,6,2,2,36-45,Medium,No,Yes
EMP-06604,30,Female,"Data Scientist",7696,1,3,13.5,6,167.2,6,5,1,4,2,26-35,Medium,No,Yes
EMP-06615,37,Female,Manager,7385,2,1,35.5,7,162.3,11,7,4,3,2,36-45,Medium,No,Yes
EMP-06618,44,Male,"HR Specialist",10387,2,3,5.8,2,176.7,18,14,3,3,2,36-45,High,No,Yes
EMP-06627,36,Female,Manager,7210,2,3,5.4,8,156.9,15,11,1,2,2,36-45,Medium,No,Yes
EMP-06633,44,Male,"Software Engineer",12681,4,2,3.6,8,161.3,14,12,1,2,2,36-45,High,No,Yes
EMP-06634,34,Female,Manager,5790,4,2,5.3,3,175.4,14,13,4,4,2,26-35,Medium,No,Yes
EMP-06660,37,Male,"HR Specialist",10812,1,3,1,3,199.8,14,13,0,3,2,36-45,High,No,Yes
EMP-06668,30,Female,"Software Engineer",8112,2,2,19.5,6,166.4,7,7,5,3,2,26-35,Medium,No,Yes
EMP-06689,41,Male,Manager,11178,3,3,5.1,2,164.8,21,20,5,1,2,36-45,High,No,Yes
